,actual,prediction_day1,prediction_day2,prediction_day3,prediction_day4,prediction_day5,prediction_day6,prediction_day7
2022-04-08,15.100000381469727,16.305463242149596,14.057520871435212,12.476781858575164,15.58479969682196,15.414020327436928,15.52084528428785,16.419513744812193
2022-04-09,12.600000381469727,11.33471295662627,11.153371252856104,9.918030937033256,11.361511288398116,10.473085591156803,12.638369378032204,12.009544208786025
2022-04-10,13.0,13.522473652300684,13.798665381191492,13.46638828111103,12.731849255132234,13.965721617059419,10.291661203246882,12.542819095107578
2022-04-11,15.300000190734863,15.568932743835152,16.904629753819773,14.948525420319733,15.465730522502865,16.701874430843795,13.918378774937224,14.478632852816752
2022-04-12,12.90000057220459,14.770198937251589,12.67652258253349,13.62227954441327,16.722255877591437,11.802674118615121,13.396841838143033,13.630937647162524
2022-04-13,9.90000057220459,8.29963296395469,10.43060382947902,9.248154941184561,8.175417533193176,8.760884915323512,11.180317820837365,10.034992882128495
2022-04-14,7.400000095367432,6.954345599229567,9.422339232928758,7.272668325885592,7.817812086761081,7.8954160154546615,10.5200281594421,5.34459185759637
2022-04-15,14.199999809265137,14.516408642592477,12.585369656879948,12.871275725999043,15.58794610972309,12.749186326863832,13.703156847041829,10.810555494650586
2022-04-16,12.90000057220459,12.303181300378498,11.927540135888492,13.744315763737156,11.775549422351489,13.276663092303142,11.927308133741287,14.126028937101257
2022-04-17,16.899999618530273,17.680202554383097,16.689628059735647,18.03199719766248,15.502572778418775,18.08618969649109,13.976693180848972,16.45214507690158
2022-04-18,16.899999618530273,18.547594199678294,17.40161916922118,15.772626550753087,12.696844794076059,14.871809678317994,17.363962568267237,17.77704336784417
2022-04-19,12.600000381469727,12.518757248003102,14.253867786741624,12.321934255580153,14.410966961516385,12.030584219783856,12.464031812101629,13.522829675802052
2022-04-20,8.600000381469727,10.117233472479539,6.854227625377341,6.788162642971623,5.720179605620275,10.335629033918242,8.975026653839874,10.238930486520395
2022-04-21,11.699999809265137,9.999139631176318,12.888734027674248,12.375865304564636,11.13729820835436,10.292305258519612,12.564414117989699,9.563732471880648
2022-04-22,12.699999809265137,11.773056327838455,14.05756124208998,12.679435092404397,10.205031913004692,11.57660045214611,12.133297647983753,13.150174918474061
2022-04-23,9.800000190734863,10.901262601096038,9.705277754159631,7.873705687072943,10.006532464408712,10.820251546196873,7.209304592711002,4.286470130858497
2022-04-24,13.100000381469727,14.648724289621248,11.218763193481927,11.381672017609208,14.948448213916233,17.114681519110086,17.338774866326823,13.209523776641097
2022-04-25,13.699999809265137,15.663959244827593,12.937746090491169,14.074742791089347,15.935132040996251,11.66404679821661,13.304657022850476,12.953422795371276
2022-04-26,15.0,13.556639849092592,16.64675018896663,14.369555278833888,18.057356725591024,17.466053943621944,14.943751409600617,16.01195693994861
2022-04-27,15.800000190734863,16.432700903105268,16.641939333993584,14.912450052020795,14.139834901374115,17.638300233361146,13.628399665121782,17.72498128384827
2022-04-28,15.699999809265137,15.867468417063892,15.490906975309644,15.741976464150646,12.880507042295983,17.924910878919892,16.295577446822705,11.47918993846546
2022-04-29,16.200000762939453,15.288820969850391,14.16361495057637,12.90577841779486,17.876269288744076,16.62960496977658,15.681142158474378,16.797864317850966
2022-04-30,10.699999809265137,10.709075436002706,11.911951913026185,10.995156641008158,11.301955140050085,11.334939562573478,11.065929360960213,12.433400862576887
2022-05-01,8.699999809265137,8.809818113034321,8.318324789024887,7.91335485472496,7.624047071303073,8.491455668356759,7.933898019067218,7.6651422692355435
2022-05-02,8.800000190734863,8.973254423600627,9.674044584664603,8.756038992751053,7.378631662286995,10.176163049428872,8.905590817586205,7.848181408333973
2022-05-03,9.40000057220459,10.940735618274866,10.779326992166359,9.658932602388905,9.038880375082122,10.551143653022624,11.7053191041325,8.297324883861123
2022-05-04,10.90000057220459,11.492570648848695,10.500432659328197,11.74915157075575,11.298029546895657,12.71824544824996,10.006013050232042,9.389086418493056
2022-05-05,5.200000286102295,3.8492242386112725,5.097624084242943,5.348716098224845,4.53933620575086,4.093211960901158,7.877372419778482,5.906660548622312
2022-05-06,4.400000095367432,3.974544860900849,2.465868214794039,3.96993702860952,6.383784659016905,3.7565084461501037,3.7520576339662846,2.3635206916664937
2022-05-07,5.099999904632568,4.625820604122093,5.5649355865238785,4.71205333509598,8.261961032918329,4.234104790685644,7.836424832252481,6.586259068863946
2022-05-08,7.900000095367432,8.621835819002436,6.442139862269199,8.255729934671063,9.481625673816186,7.935269888623527,8.685786218530103,4.963750793962706
2022-05-09,4.200000286102295,4.917451666137331,3.314816608365188,4.777386709691914,5.698306235170816,2.476735728091212,4.619484428662311,6.420392070778812
2022-05-10,3.6000001430511475,4.682541723490887,1.8009161519655057,5.529277167268617,6.283086848629431,0.4346814954397269,4.358647600425805,2.519529123319039
2022-05-11,8.600000381469727,11.151540769783601,8.567015330282885,9.00577433290639,9.817555890070333,7.628383536750278,13.1299676547379,11.56205361182592
2022-05-12,12.600000381469727,12.308553476745569,10.98715722385185,12.495769562990224,12.106425622476358,13.985064806965942,9.695465728563885,11.586707351374905
2022-05-13,14.5,14.12715761199876,15.947201407365204,15.549023075047577,13.593519251081808,14.444884363524059,16.55756507727034,15.93755461906089
2022-05-14,14.5,15.157408670722793,13.8205909191861,14.491082863637278,16.513296000327223,14.28416262184247,12.784292391476079,14.171672531878968
2022-05-15,10.5,10.321750516453582,8.293026733063433,9.552755872453844,8.821506011826937,11.102060034135533,6.602691115543777,13.45786440480113
2022-05-16,10.600000381469727,10.583842493003806,10.314137615037525,11.790349584405876,9.10574968382757,11.777870128890903,12.075401847148445,15.728794582513164
2022-05-17,6.5,6.169293342996126,6.38828904568823,8.642491647257598,5.580764610962358,6.7903141756426955,7.050655751541646,8.164803644738823
2022-05-18,7.099999904632568,6.832121876882022,5.547174014657646,7.785773267653119,8.41266877171333,11.351414002169419,8.811259552062964,9.124980547589802
2022-05-19,3.700000047683716,1.9864264209485278,2.914310975743605,3.6664510811164988,3.236873619959447,2.695415232087825,1.110637103302499,3.876394622976575
2022-05-20,4.200000286102295,4.108019737524616,2.680888674225869,5.94541571003667,5.931228577982265,4.163213131614071,2.8725842153842036,3.8556562677079436
2022-05-21,5.599999904632568,3.7781572248034228,5.09416434005637,4.727147438125483,7.04767719242387,6.951597362086007,5.9876946525325225,4.359971610563748
2022-05-22,8.300000190734863,9.388994277516083,6.531064319026384,7.0890237016550195,6.524656343616117,8.032731006381685,6.490702468612415,8.032783536978892
2022-05-23,7.599999904632568,8.64612190374045,7.006569998987674,8.17687481688424,8.448825654719757,8.392585081669157,6.9943337730034525,7.14149464739659
2022-05-24,6.200000286102295,9.227183464457216,6.0859103510405355,6.875668124978455,5.173909679033446,5.8907642663523045,4.673150394999125,5.691480594346969
2022-05-25,11.5,11.693187214338273,12.37696126103699,11.83297389999514,13.148143467780397,11.248381634112718,11.568520535169457,8.862962439921258
2022-05-26,9.0,8.550249522549915,8.356936145570282,11.398590779448062,9.211254554750207,9.030898797499777,8.862589290954475,5.729099868756785
2022-05-27,8.5,8.851058166524705,7.119480743364679,10.968089804339824,7.731037935283307,11.068940685208574,8.529944934229915,10.959030339510958
2022-05-28,7.900000095367432,7.5772875005561495,8.915602326395495,6.00308006212857,6.987453951868274,8.594116417399347,8.574729400106438,4.545809710952879
2022-05-29,6.5,7.845903404654387,5.957304834861637,9.20428034783314,4.838587910802946,5.866347877475019,2.154210786947761,4.77492177330329
2022-05-30,9.199999809265137,9.279611845412832,8.640255882112257,8.934956248236283,8.421642714885591,7.0506313977109,7.961953492731053,7.323692946108261
2022-05-31,9.100000381469727,9.740507212516341,9.854214348432034,7.9292510569152626,7.060585457993221,9.385957593864592,10.392243267175802,11.104050729142545
2022-06-01,4.300000190734863,3.80001057035488,1.9104365656090212,3.475068422703653,2.372201345960575,5.737101687677018,1.9348518030173691,3.676244877421631
2022-06-02,5.5,6.16044792560606,4.388090859239875,5.739567136652558,4.641669312011757,2.779782486946008,7.374772925468243,5.218525519386808
2022-06-03,7.700000286102295,8.963656084535886,5.864092157171465,6.974712158984018,7.756862263824593,6.920450021906875,8.501663641566378,9.014888234468922
2022-06-04,9.199999809265137,8.142507183256175,10.310561750123137,8.026283526267541,9.535823170432412,8.153845771039077,10.13337379407056,13.27989369113137
2022-06-05,10.300000190734863,9.744159043820169,10.682033178920086,11.614512886494403,9.097702222344186,11.007400011795239,7.2783856205507025,11.087104461320427
2022-06-06,6.400000095367432,6.2679472708243775,6.224006027470149,5.848709830264797,7.350969167219482,5.546543179463727,6.675003046359235,4.742532611784256
2022-06-07,7.099999904632568,8.611939595358423,6.5423442303034065,9.281426750213292,6.462947240060229,9.707649898981554,9.37949335525839,7.073600650548816
2022-06-08,4.599999904632568,5.07931756771445,4.7347403272958015,4.21468769918431,4.907607315028459,3.9524447779833416,7.396219641709322,5.467191367122137
2022-06-09,6.300000190734863,5.804905735497274,8.596845028846646,5.760179918352369,7.938901945012003,4.691497286770831,4.6779043855015034,7.0958502659459555
2022-06-10,8.100000381469727,7.29193226500259,8.026723569804615,8.558707788558621,6.357073385558287,7.5302538801651115,8.210169899967486,5.634936685434935
2022-06-11,8.90000057220459,6.313744440893166,8.526203511795606,9.740186213677363,10.096302618344309,10.387036445515204,6.499653545934576,6.705853111404679
2022-06-12,7.099999904632568,5.562758113291474,5.734975635472097,5.78212604470383,9.51213934155662,6.123310237840505,6.742761744106863,7.2008918424855795
2022-06-13,9.600000381469727,9.914057496431566,9.553302021615035,11.618778301299646,12.662489252621043,9.000793177759789,10.83033927099514,11.211668713305706
2022-06-14,3.6000001430511475,2.9393077987100718,2.952842317132532,2.526052875223617,3.6031082224961075,4.221964330117358,3.2346808066198154,6.197945384211062
2022-06-15,7.5,7.7127922805261,7.741269310114836,8.524516545588222,6.489337899301566,7.469694856429537,10.92657534727956,6.559730373982342
2022-06-16,9.300000190734863,10.384850175334163,8.388205518554432,10.431927082231512,7.198694115068982,6.915635352858805,8.099702305557972,11.880960061933976
2022-06-17,9.800000190734863,11.327029888642135,9.592402732531315,9.333983170623611,11.279019406286523,10.72506674596661,8.627887786546577,8.008386062174763
2022-06-18,2.5,2.8185648752046486,2.6029097982804204,3.365668087604361,5.006211182782833,2.4895370929555556,1.7549613345321866,3.44854573617336
2022-06-19,5.900000095367432,4.454761093521589,7.58673618684949,5.117116433210297,8.239600308874243,5.694833305717739,10.07269648794642,6.400168593820495
2022-06-20,8.40000057220459,6.10767603160008,8.139443334762266,9.059321158791093,9.64197472329364,8.201622125477547,7.212560024942938,7.632507797045473
2022-06-21,7.0,6.016211388898119,5.587789286232751,5.58275092096511,9.055944506632343,7.160752310515967,3.9745564477645483,8.4903621722512
2022-06-22,7.400000095367432,5.432079725382422,8.210547144310388,6.1633248761533945,6.078721828075852,8.435934022317472,8.019033784860293,9.470737733032982
2022-06-23,9.199999809265137,8.621238688035346,10.347876619451641,9.803020834408711,11.356418892424166,9.662446703678127,10.319446234308813,10.743701238247837
2022-06-24,10.40000057220459,9.98912283585038,11.094269774164731,8.87864666630312,9.010620839589466,10.295711296084999,8.82480834835453,11.079187779196982
2022-06-25,7.599999904632568,9.835356558435763,4.8953899335279765,5.847473691335903,6.075641352399632,6.763972771841618,6.263815748180653,7.626831300309426
2022-06-26,5.0,6.104968779065901,5.491998692514643,4.895014894207129,5.340864436749823,4.903390781819733,4.329462507691298,1.0948543648028997
2022-06-27,2.5,3.1655012150208233,2.4305876099457087,3.434899622121957,3.214415588083996,3.5017333490383264,1.0615699553046176,0.24825970968032385
2022-06-28,-1.0,-0.764548456719939,0.4752193185812372,-0.8400503469915377,-2.7392892198352863,-2.075921289893021,0.030290674241663984,-1.1578514265672692
2022-06-29,2.700000047683716,2.594312336364862,2.0224727954525408,6.278988463082504,4.997500865797445,2.612473384998538,1.022784945048096,1.0578746702685813
2022-06-30,4.200000286102295,4.328924280753416,2.6641866201073023,5.010147544409382,5.517732430659701,4.893163848042686,4.390987514695497,6.687181293581029
2022-07-01,3.9000000953674316,3.9507248484406072,3.9364624501215624,4.0172910729063975,0.9477205648512235,5.053117717672247,1.003478166760586,5.168647561057117
2022-07-02,3.799999952316284,3.603867096953495,2.8383544929849087,5.74213292354961,4.7042261267973355,3.1669179361324042,6.927307125458286,2.3452181379419104
2022-07-03,2.700000047683716,2.1837631379540947,1.5987416071623441,2.4272224770793747,7.942811411520794,1.534982528727782,4.29854779740511,0.783788268190001
2022-07-04,2.1000001430511475,2.5742877506075184,1.1030351658634978,2.254445077001948,4.472093087922808,-1.9205817532276717,2.91710040332104,1.2787273689767118
2022-07-05,3.5,1.4706196173199255,4.37467497964262,4.763137796313121,0.6664112873458508,3.4429739833433275,3.0445954139547267,5.469983825412972
2022-07-06,-0.9000000357627869,-1.7672540930514913,-2.220880591684738,-0.7827776523318463,-3.1450932979655426,1.7824142226016648,-1.0539780405808523,-0.7154390667332078
2022-07-07,1.100000023841858,0.2010614726113833,1.856989659660214,0.9056752346883218,-1.1141191085750486,0.4635321441340502,-1.4092449338692443,-0.5352267554740184
2022-07-08,5.800000190734863,6.80192185550827,7.425879646204362,7.703219727021794,7.451992458083285,7.2277751744001435,4.219251463540545,3.1738905392102614
2022-07-09,4.099999904632568,4.779295139162611,4.954460377592968,4.658721520582692,0.6284499271411086,5.364164971927535,3.8251372088371114,5.214089969028966
2022-07-10,-0.6000000238418579,-1.68034746236977,-0.1626489854140244,-1.1171389377122933,-1.5411155006120323,0.013446001074377323,-1.1373778303702329,0.1994440410968329
2022-07-11,2.1000001430511475,0.8931402716078192,4.465058284415132,1.8581492619661881,2.126257836209226,4.158769525916417,2.9563666630441583,-3.440275388568712
2022-07-12,6.700000286102295,8.164998792065253,6.930713947732427,9.771790429827151,8.047589550064142,7.113847575837021,8.493393416971504,8.240419065005781
2022-07-13,3.5,4.407613311767291,3.7321962596396596,5.353001447358194,0.2806826822507502,1.4798716545543895,6.232848987820131,0.5671222893050616
2022-07-14,2.4000000953674316,3.627253409382601,1.3743523195522576,2.7659645955086165,1.8398461821934666,-0.07328188347788744,2.9815620612858544,0.16784997063403395
